extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5
163	Новосибирский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	5406011186.0	RU		False			18.86400755100698	50.99	-0.4569184133945961	-0.6559616606766945	0.1219324455658432	-1.147075262445178	1.8139579293088717
164	Алтайский Государственный Университет	Алтайский государственный университет	2225004738.0	RU	classical	True	18.86	79.0	18.86	50.99	0.704468763852904	-1.0133712156204937	-1.2980920405636949	0.838521116675629	-0.5928749316821158
165	"Образовательное Частное Учреждение Высшего Образования ""Московская Международная Академия"	"ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ МЕЖДУНАРОДНАЯ АКАДЕМИЯ"""	7705108239.0	RU		False			18.856376479700888	50.99	-0.5610977675606807	-0.6566379175593304	-0.6727665709525099	0.2094820867703749	-0.4757565644000712
166	Приволжский Исследовательский Медицинский Университет	Приволжский исследовательский медицинский университет	5260037940.0	RU	medical	True	18.83	80.0	18.83	50.96	-0.4987506840943918	-1.0336978817211144	1.1466008160161223	1.256568720179717	2.015617606519024
167	Пермский Национальный Исследовательский Политехнический Университет	Пермский национальный исследовательский политехнический университет	5902291029.0	RU	technical	True	18.82	81.0	18.82	50.96	0.4595762883321766	-1.2872782472642734	-0.0766137164419391	-0.4852078973351222	0.1699328536504124
168	Институт Современного Искусства	Институт современного искусства	7731346864.0	RU	creative	True	18.78	82.0	18.78	50.92	-1.4063259647725432	-0.669600959603579	0.653642861309079	-1.0045665180458332	-1.3385422139167296
169	Автономная Некоммерческая Организация Высшего Образования «Российский Новый Университет	АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ НОВЫЙ УНИВЕРСИТЕТ»	7709469701.0	RU		False			18.746322980351263	50.89	-0.0786617250474941	-1.0621642290979232	-1.3741164354390816	0.4305381618500156	0.0830630199871228
170	Кубанский Государственный Медицинский Университет	Кубанский государственный медицинский университет	2309023448.0	RU	medical	True	18.73	83.0	18.73	50.88	-1.1151046304201913	-0.599958977867094	-0.1314964785186281	-0.0775437678305967	1.9764449465683485
171	Санкт-Петербургский Государственный Институт Кино И Телевидения	Санкт-Петербургский государственный институт кино и телевидения	7816009843.0	RU	creative	True	18.73	84.0	18.73	50.88	-1.3794543669431991	0.1683714144840868	-0.1555570005956869	0.6102000443989607	-1.4543705553238422
172	Юго-Западный Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЮГО-ЗАПАДНЫЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	4629029058.0	RU		False			18.67528308384377	50.83	0.1975017351827325	-1.1991585956453874	-0.1676021611668694	-0.8583807454163275	0.2162253623711195
173	Новосибирский Государственный Университет Архитектуры, Дизайна И Искусств	Новосибирский государственный университет архитектуры, дизайна и искусств	5406108519.0	RU	creative	True	18.67	85.0	18.67	50.82	-1.0552166209701743	-0.0797979211191971	-0.0291631985501491	-0.8292515414197318	-1.3837967548963592
174	Кубанский Государственный Университет	Кубанский государственный университет	2312038420.0	RU	classical	True	18.64	86.0	18.64	50.8	-0.6998188024025472	-0.5951251240392351	-1.191809316990642	-0.8990532298172689	-0.6515153687623487
175	Тверской Государственный Медицинский Университет	Тверской государственный медицинский университет	6905010888.0	RU	medical	True	18.64	87.0	18.64	50.8	-1.638510083461353	-0.5800753296789973	0.2761651962061527	1.7413450923932154	1.2150410566516432
176	Красноярский Государственный Медицинский Университет Имени Профессора В.Ф. Войно-Ясенецкого» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КРАСНОЯРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ ПРОФЕССОРА В.Ф. ВОЙНО-ЯСЕНЕЦКОГО» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	2465015109.0	RU		False			18.52883172689732	50.7	-0.456286662376711	-0.778881286971586	-0.5556273425757409	-0.0642578336369505	1.6322081973306344
177	Санкт-Петербургский Государственный Технологический Институт	Санкт-Петербургский государственный технологический институт	7809012725.0	RU	technical	True	18.44	88.0	18.44	50.62	0.0599981817915877	-0.9892569958391604	-0.8650394097236123	-0.9626403039940926	-0.1954743039357057
178	Уфимский Университет Науки И Технологий	Уфимский университет науки и технологий	274975591.0	RU	classical	True	18.41	89.0	18.41	50.59	0.256706080603197	-0.8724932965782192	-1.282786655862958	-0.502075437068033	-0.2320157847757613
179	Уральский Государственный Юридический Университет Имени В.Ф.Яковлева	Уральский государственный юридический университет имени В.Ф.Яковлева	6660008159.0	RU	legal	True	18.39	90.0	18.39	50.57	-1.2348747247278706	-0.1504277299078767	-0.2776217515388932	-1.4034537906947375	-0.2213029614756935
180	Краснодарский Государственный Институт Культуры	Краснодарский государственный институт культуры	2311021085.0	RU	creative	True	18.38	91.0	18.38	50.57	-1.461553007077047	-0.0592632467521658	-0.9649649907744002	0.5811759690753421	-0.8189740541596686
181	Московский Государственный Университет Геодезии И Картографии	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГЕОДЕЗИИ И КАРТОГРАФИИ»	7701012399.0	RU		False			18.352483182714533	50.54	-0.3116896759558343	-0.8932102638313034	-1.0129325503775637	0.0135240455373512	-0.3766149813943534
182	Казанский Государственный Энергетический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КАЗАНСКИЙ ГОСУДАРСТВЕННЫЙ ЭНЕРГЕТИЧЕСКИЙ УНИВЕРСИТЕТ»	1656019286.0	RU		False			18.24469495175357	50.45	0.0361644499491903	-1.0703835825029349	-0.3583882021832738	-1.4806590135667554	0.518656217644539
183	Негосударственное Образовательное Частное Учреждение Высшего Образования Московский Университет «Синергия	НЕГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКИЙ УНИВЕРСИТЕТ «СИНЕРГИЯ»	7729152149.0	RU		False			18.11955119454993	50.34	-0.2774983680997939	-0.977365000660922	-0.1036164644948279	0.1046313126531578	-0.0530300044268197
184	Российский Университет Спорта «Гцолифк	Российский университет спорта «ГЦОЛИФК»	7719022052.0	RU	sports	True	18.03	92.0	18.03	50.26	-0.9925756301131692	-1.5288519714379971	-0.4458480836605077	0.196940910531501	-0.6515350933866506
185	"Государственное Бюджетное Образовательное Учреждение Высшего Образования ""Башкирская Академия Государственной Службы И Управления При Главе Республики Башкортостан"	"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАШКИРСКАЯ АКАДЕМИЯ ГОСУДАРСТВЕННОЙ СЛУЖБЫ И УПРАВЛЕНИЯ ПРИ ГЛАВЕ РЕСПУБЛИКИ БАШКОРТОСТАН"""	274033939.0	RU		False			18.02542246012549	50.25	-0.6449460071807572	-0.6556115043691656	-1.9138026073838736	0.0814479811353021	-0.8740253658557431
186	Государственный Академический Университет Гуманитарных Наук	Государственный академический университет гуманитарных наук	7706016340.0	RU	classical	True	18.01	93.0	18.01	50.24	0.219233220885866	0.2119808507304106	-0.4914930583415769	-1.3545609840287562	0.3098517657720094
187	Новосибирский Государственный Университет Экономики И Управления «Нинх	Новосибирский государственный университет экономики и управления «НИНХ»	5406011041.0	RU	econ_mgmt	True	18.0	94.0	18.0	50.23	-0.9656313049107133	-0.4933270616225411	0.0038389963501036	-1.423862630143938	-0.4537170625179287
188	Казанский Национальный Исследовательский Технический Университет Имени А.Н. Туполева	Казанский национальный исследовательский технический университет имени А.Н. Туполева	1654003114.0	RU	technical	True	17.96	95.0	17.96	50.19	0.0996891885603154	-1.0117514868387043	-0.6247915228133571	-0.1122919042134228	-0.0222553232866338
189	Волгоградский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	3444048472.0	RU		False			17.947371716013784	50.18	-0.5031714782230783	-0.8562287854384274	1.816918836945483	-0.05635235085314	1.3047703215701194
190	Уфимский Государственный Нефтяной Технический Университет	Уфимский государственный нефтяной технический университет	277006179.0	RU	technical	True	17.94	96.0	17.94	50.18	0.1585474608258074	-0.8599000602774554	-0.4234434928344414	-0.0597133647865674	-0.145254106552634
191	Донецкий Национальный Университет Экономики И Торговли Имени Михаила Туган-Барановского» (Фгбоу Во «Доннуэт»)	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДОНЕЦКИЙ НАЦИОНАЛЬНЫЙ УНИВЕРСИТЕТ ЭКОНОМИКИ И ТОРГОВЛИ ИМЕНИ МИХАИЛА ТУГАН-БАРАНОВСКОГО» (ФГБОУ ВО «ДОННУЭТ»)	9303012996.0	RU		False			17.927222380830376	50.16	-0.829602491178337	-0.2046245139264284	-1.349179026406848	-3.638591183252733	-1.010526615367493
192	Гомельский Государственный Университет Имени Франциска Скорины	Гомельский государственный университет имени Франциска Скорины		BY	classical	False			17.89	50.13	0.12	-1.306	0.136	-0.09	-0.093
193	Московский Институт Психоанализа	Московский институт психоанализа	7713131464.0	RU	classical	True	17.86	97.0	17.86	50.11	-0.2931285659326198	-0.2622317611256823	1.5029851013454425	-1.4098985902791528	-0.312106064291907
194	Российский Университет Транспорта	Российский университет транспорта	7715027733.0	RU	technical	True	17.81	98.0	17.81	50.06	-0.3992047264470366	-1.9639083976221776	0.2428733022299848	-0.0843692916262161	-0.2217447063299715
195	Челябинский Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЧЕЛЯБИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	7447012841.0	RU		False			17.798245770732883	50.05	-0.221951657927774	-0.9441829679790884	-1.1830754875544611	-0.9740060171071572	-0.2469091211340285
196	Уральский Государственный Медицинский Университет	Уральский государственный медицинский университет	6658017389.0	RU	medical	True	17.77	99.0	17.77	50.03	-0.9895437168201972	-0.9989105678561584	-0.72831186379521	-0.0163646571098132	1.7628461439983032
197	Ярославский Государственный Театральный Институт Имени Фирса Шишигина	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ ФИРСА ШИШИГИНА"""	7604018317.0	RU		False			17.768887602546926	50.02	-0.703006266382941	-0.5652609111861796	-1.313080581641183	-0.8979714223143561	-1.0476214177153482
198	Российский Биотехнологический Университет (Росбиотех)	Российский биотехнологический университет (РОСБИОТЕХ)	7712029651.0	RU	agri_bio	True	17.74	100.0	17.74	50.0	-0.1448990619325469	-0.3439249996899759	-0.5119248441464396	-0.7797714597796552	0.8745836538964692
199	Воронежский Государственный Лесотехнический Университет Имени Г.Ф. Морозова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ Г.Ф. МОРОЗОВА»	3666012325.0	RU		False			17.706560287383525	49.97	-0.0275898229887331	-1.152104823483299	0.4941144820803416	-0.8696710952572985	0.0400864420384455
200	Югорский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЮГОРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	8601016987.0	RU		False			17.700410388797387	49.96	0.0102035370401409	-1.162202141424562	-1.2159485667381056	-0.739599666566496	0.0554415265229332
201	"Дагестанский Государственный Медицинский Университет"" Министерства Здравоохранения Российской Федерации"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДАГЕСТАНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"	562010215.0	RU		False			17.612555680479367	49.89	-0.8159330225378841	-0.5152592956703651	-0.4683309426712748	-1.104516144707421	1.167095889401308
202	Государственное Бюджетное Образовательное Учреждение Высшего Образования «Белгородский Государственный Институт Искусств И Культуры	ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БЕЛГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ И КУЛЬТУРЫ»	3124014001.0	RU		False			17.50431510263369	49.79	-0.5231564541947411	-0.6732154060480281	0.3304719901231882	-2.172122853819135	0.430347662378028
203	Нижегородский Государственный Педагогический Университет Имени Козьмы Минина	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ КОЗЬМЫ МИНИНА"""	5260001277.0	RU		False			17.49180088401487	49.78	-0.2563085611496395	-0.9396803154869864	-0.8110375838859963	-1.2316290503427805	-0.237705695159303
204	Бурятский Государственный Университет Имени Доржи Банзарова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «БУРЯТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ДОРЖИ БАНЗАРОВА»	323085259.0	RU		False			17.489628189386888	49.78	0.0124424061800025	-1.1102658233240017	-0.5770832580279924	-1.8244734659582311	0.4060301270586755
205	Иркутский Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИРКУТСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	3808013278.0	RU		False			17.454174021502467	49.75	0.1609926377801933	-1.2529439716875552	-0.2913477078764173	-1.5814479577713954	-0.1482430941797975
206	Кемеровский Государственный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «КЕМЕРОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	4207017537.0	RU		False			17.452439289428874	49.74	-0.152019789136634	-1.009246958854814	-0.3500088305271309	-1.6218455509712513	0.5925508825429371
207	Государственное Автономное Образовательное Учреждение Высшего Образования Ленинградской Области «Гатчинский Государственный Университет	ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ЛЕНИНГРАДСКОЙ ОБЛАСТИ «ГАТЧИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ»	4705015324.0	RU		False			17.44810882062753	49.74	-0.4201214327879428	-0.7749473731971616	-1.4735056948646126	-1.5840625200734404	-0.0094609741037221
208	Омский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ОМСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	5503018420.0	RU		False			17.44653869917296	49.74	-0.606085938334668	-0.7484421277651689	-0.3563653022541995	-0.6300431237978382	1.5135795549378326
209	Саратовская Государственная Юридическая Академия	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ ЮРИДИЧЕСКАЯ АКАДЕМИЯ"""	6454006276.0	RU		False			17.423451022967637	49.72	-0.866876865126317	-0.4966205773605293	-1.7616878011865162	-0.726929956477914	0.0490111035831236
210	Оренбургский Государственный Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОРЕНБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"""	5612001360.0	RU		False			17.3062971063925	49.61	-0.3868896786317086	-0.8284035647606044	-1.087342360479053	-1.545874994364501	-0.10710133910725
211	Волгоградский Государственный Технический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛГОГРАДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»	3444049170.0	RU		False			17.26865695984737	49.58	0.1250868546370233	-1.3404067537880644	0.1821415245921628	-0.6612014447539556	0.1458159135590987
212	"Автономная Некоммерческая Организация Высшего Образования ""Российский Православный Университет Святого Иоанна Богослова"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ПРАВОСЛАВНЫЙ УНИВЕРСИТЕТ СВЯТОГО ИОАННА БОГОСЛОВА"""	7710041290.0	RU		False			17.204140022782667	49.52	-0.7438761286395026	-0.6737594334413852	-1.66831689981124	-0.000186545943574	-1.2374673163694254
213	Калужский Государственный Университет Им. К.Э. Циолковского	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЛУЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. К.Э. ЦИОЛКОВСКОГО"""	4027008974.0	RU		False			17.189945179039274	49.51	-0.458346485405464	-0.8306698634683818	-0.7339188291322907	-1.1442071312130633	0.1106359720853827
214	Новгородский Государственный Университет Имени Ярослава Мудрого	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НОВГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ЯРОСЛАВА МУДРОГО»	5321033744.0	RU		False			17.142952921232997	49.47	-0.0042961654760751	-1.2556528102782658	0.6516898734099053	-0.8241233489952576	0.8603705830128908
215	Северо-Кавказский Федеральный Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «СЕВЕРО-КАВКАЗСКИЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ»	2635014955.0	RU		False			17.063367294964543	49.4	0.013448159530591	-1.2005180473346693	0.1014520702454512	-1.5651498919434446	0.4970153364482835
216	Уральский Государственный Педагогический Университет	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ"""	6663009200.0	RU		False			17.052250459467118	49.39	-0.297612308895688	-0.9310086339303896	-0.9073520980779206	-1.5746250213643302	-0.1262220128057042
217	Воронежский Институт Высоких Технологий -	ВОРОНЕЖСКИЙ ИНСТИТУТ ВЫСОКИХ ТЕХНОЛОГИЙ - АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ	3662006761.0	RU		False			16.909296159652712	49.26	-0.0773686873552813	-1.2160258108669402	-1.6325499834891235	-0.3745378399503238	0.0592260781823318
218	"Бюджетное Образовательное Учреждение Высшего Образования Чувашской Республики ""Чувашский Государственный Институт Культуры И Искусств"" Министерства Культуры, По Делам Национальностей И Архивного Дела Чувашской Республики"	"БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ЧУВАШСКОЙ РЕСПУБЛИКИ ""ЧУВАШСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ И ИСКУССТВ"" МИНИСТЕРСТВА КУЛЬТУРЫ, ПО ДЕЛАМ НАЦИОНАЛЬНОСТЕЙ И АРХИВНОГО ДЕЛА ЧУВАШСКОЙ РЕСПУБЛИКИ"	2129038318.0	RU		False			16.867286901377586	49.23	-0.1262819922429166	-1.026445419136274	-1.3665296243795044	-2.143404595723426	-0.5274944762276508
219	Ярославский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	7604002250.0	RU		False			16.83683272239929	49.2	-0.8564736918719679	-0.5239708976589047	-1.035911261884151	-1.63228126777035	1.2785433048075392
220	Нижегородский Государственный Технический Университет Им. Р.Е. Алексеева	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Р.Е. АЛЕКСЕЕВА»	5260001439.0	RU		False			16.80383976422793	49.17	-0.1959168176233478	-1.0938846049244026	-0.6064321253700753	-1.1152058694204323	0.4651801940448344
221	Набережночелнинский Государственный Педагогический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «НАБЕРЕЖНОЧЕЛНИНСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ»	1650017589.0	RU		False			16.801081608387218	49.17	-0.4877606877574321	-0.8191219005079766	0.035949699902144	-1.6563103175674432	-0.5173868050180437
222	"Санкт-Петербургское Государственное Автономное Образовательное Учреждение Высшего Образования ""Санкт-Петербургский Государственный Институт Психологии И Социальной Работы"	"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ПСИХОЛОГИИ И СОЦИАЛЬНОЙ РАБОТЫ"""	7801009047.0	RU		False			16.757468042036482	49.13	-0.9190543224226654	-0.5881728609142344	-1.7208465570575513	-0.0381443621079126	-1.1238080799706072
